Sequence No.,V,D,air density,I,S_b,y (% relative to rated power)
17330,6.91,189.2,1.294625283,0.10853835,0.31736541,52.16363636
17331,7.68,191.7,1.293379046,0.069010417,0.26379345,50.96363636
17332,7.44,195,1.292819231,0.049731183,0.069750839,47.50909091
17333,7.25,192.4,1.291935051,0.060689655,0.068446678,51.18787879
17334,6.47,190.2,1.291314338,0.095826893,-0.013690213,45.21818182
17335,5.47,189.1,1.291601517,0.138939671,0.008136383,35.35151515
17336,5.95,192.5,1.291466003,0.107563025,0.107067958,35.88484848
17337,6.01,194.7,1.291541494,0.086522463,0.102100035,38.32121212
17338,6.44,198.5,1.291562462,0.062111801,0.006908964,41.36969697
17339,6.53,201.2,1.292087175,0.070444104,0.034278922,47.40606061
17340,6.71,198.3,1.292239945,0.06557377,-0.019773692,45.19393939
17341,5.77,191.4,1.292763052,0.110918544,-0.045721616,41.56363636
17342,6.2,193.1,1.293023767,0.10483871,-0.046092621,37.24848485
17343,6.41,196.7,1.29314094,0.071762871,0.010420176,44.36969697
17344,6.35,195.9,1.292753322,0.072440945,-0.013948115,41.5030303
17345,6.39,194.7,1.292991423,0.064162754,0.049206476,41.86060606
17346,6.58,194.1,1.293023521,0.060790274,0.058141751,44.67272727
17347,6.51,192.6,1.292095568,0.069124424,0.065793385,43.51515152
17348,6.24,193.6,1.29211434,0.070512821,0.193272286,45.35757576
17349,6.19,190.4,1.291558938,0.127625202,0.095314923,44.86060606
17350,6.9,192.9,1.29168519,0.062318841,0.241195209,47.43636364
17351,6.91,190.6,1.290500436,0.0723589,0.244412053,50.38787879
17352,7.91,198.7,1.282097655,0.027812895,0.439504244,66.84242424
17353,7.77,198.3,1.282538323,0.024453024,0.41701734,66.00606061
17354,7.6,200,1.282350436,0.026315789,0.333653371,64.25454545
17355,7.63,200.9,1.281378335,0.027522936,0.322118777,66.8969697
17356,7.39,202.6,1.281180577,0.031123139,0.305639468,64.41212121
17357,7.36,202.9,1.281071104,0.029891304,0.338383797,63.66060606
17358,7.43,204.2,1.280482379,0.025572005,0.348890929,64.24848485
17359,7.29,205.7,1.279236045,0.028806584,0.356157915,63.86060606
17360,7.27,206.7,1.278140699,0.027510316,0.389753731,63.58787879
17361,7.14,206.9,1.277313552,0.028011204,0.423722792,61.38787879
17362,7.19,207,1.276469921,0.030598053,0.427957641,59.72727273
17363,7.12,205.9,1.276421872,0.030898876,0.451636388,61.91515152
17364,7.13,206.7,1.276504859,0.033660589,0.520716675,60.92121212
17365,7.32,207.7,1.276251523,0.036885246,0.505537141,65.04848485
17366,7.57,209.2,1.275544503,0.030383091,0.527422505,66.80606061
17367,7.59,208.5,1.275108617,0.026350461,0.511070788,67.94545455
17368,7.52,209.1,1.27626917,0.031914894,0.531384177,66.0969697
17369,7.56,208.1,1.275985483,0.035714286,0.539419006,67.80606061
17370,7.63,205.9,1.276727804,0.035386632,0.51172264,70.15757576
17371,7.7,206.7,1.276413165,0.04025974,0.51012377,65.90909091
17372,7.86,208.5,1.276190378,0.045801527,0.541335599,67.92121212
17373,7.87,208,1.27619466,0.040660737,0.595224804,67.87878788
17374,7.92,206.7,1.276627122,0.035353535,0.56907127,72.2969697
17375,7.98,206.9,1.276841266,0.040100251,0.582214762,75.2969697
17376,8.06,209,1.276342961,0.038461538,0.522686724,72.12727273
17377,8.31,212.2,1.275156067,0.028880866,0.525252065,74.34545455
17378,8.45,211.1,1.275600958,0.035502959,0.569144171,72.60606061
17379,8.3,210.9,1.275692708,0.03253012,0.546407012,68.9030303
17380,8.47,210.9,1.275369926,0.031877214,0.564229478,71.44242424
17381,8.59,211.1,1.2753264,0.025611176,0.528869656,74.13939394
17382,8.63,212.2,1.27413734,0.037079954,0.519589762,73.86060606
17383,8.79,211.9,1.27437261,0.032992036,0.547423494,72.83636364
17384,8.68,214.3,1.274468392,0.049539171,0.622013111,71.35757576
17385,8.58,211.6,1.274751359,0.038461538,0.633836401,65.32727273
17386,8.73,212.7,1.27506932,0.040091638,0.668892452,67.72121212
17387,8.66,212.9,1.275295983,0.056581986,0.717320411,65.64848485
17388,8.67,211.9,1.274594217,0.053056517,0.69172209,65.54545455
17389,8.98,210.5,1.274816261,0.032293987,0.711072399,72.04242424
17390,9.01,212.6,1.272924038,0.051054384,0.756275084,69.04242424
17391,8.79,209.9,1.273789232,0.035267349,0.746876906,65.73939394
17392,8.82,209.3,1.273323565,0.044217687,0.733323782,64.36969697
17393,8.75,209.4,1.271790688,0.038857143,0.708628638,60.0969697
17394,8.4,209.1,1.270824999,0.039285714,0.751087386,55.65454545
17395,8.33,212.7,1.270648329,0.036014406,0.807930598,54.35151515
17396,7.87,212.9,1.269870231,0.050825921,0.763812796,54.60606061
17397,6.97,209.1,1.269310129,0.067431851,0.796358262,46.16969697
17398,6.67,211.7,1.269060595,0.073463268,0.919023211,28.56363636
17399,6.5,218,1.267526698,0.063076923,0.851625366,20.21818182
17400,6.5,219.2,1.266567318,0.067692308,0.841619808,17.67878788
17401,6.31,220.4,1.26548419,0.077654517,0.790748974,22.93333333
17402,5.81,216.5,1.264433537,0.094664372,0.77973083,16.75151515
17403,5.76,210.8,1.263769262,0.069444444,0.649315419,16.90909091
17404,6.03,211,1.263383043,0.053067993,0.567719614,18.55151515
17405,6.15,216.5,1.263172172,0.066666667,0.509238712,20.72121212
17406,5.73,219.8,1.262052202,0.090750436,0.512189659,16.04848485
17407,5.23,218.4,1.26113465,0.091778203,0.368750166,12.4
17408,5.48,217.1,1.260093901,0.074817518,0.543797919,13.12727273
17409,5.76,220.5,1.258669137,0.083333333,0.48987623,17.64242424
17410,5.61,227.8,1.258341503,0.094474153,0.278016136,13.55151515
17411,4.69,228.1,1.257610938,0.132196162,0.30949641,9.624242424
17412,5.51,229.1,1.257175768,0.112522686,0.21574077,11.98181818
17413,5.51,220.5,1.257080348,0.132486388,0.128622543,16.27878788
17414,6.2,215.7,1.25711963,0.066129032,0.155809536,17.74545455
17415,6.16,218.9,1.25664602,0.058441558,0.092027663,18.46666667
17416,5.82,214.9,1.256364401,0.049828179,0.121580446,16.15151515
17417,6.18,213.8,1.255909667,0.053398058,0.160191595,15.0969697
17418,6.37,210.7,1.255057613,0.051805338,0.11815935,16.58787879
17419,6.35,210.7,1.254317313,0.039370079,0.114854925,14.3030303
17420,6.14,211.2,1.254051882,0.092833876,0.256654528,10.15757576
17421,5.77,210,1.254332791,0.048526863,0.098387654,14.04848485
17422,6.19,203.1,1.254593224,0.037156704,-0.053184426,19.24848485
17423,6.56,204.2,1.254760913,0.054878049,-0.079813259,23.23636364
17424,7.02,207.9,1.254856424,0.025641026,0.038298019,26.49090909
17425,6.93,207.5,1.254647495,0.028860029,0.045332799,30.6969697
17426,7.13,208.8,1.254975271,0.03085554,0.028216428,37.18181818
17427,7.35,210.5,1.255365333,0.021768707,0.086272205,38.69090909
17428,7.66,208.1,1.254913563,0.023498695,0.12525689,43.09090909
17429,7.7,209.1,1.254996258,0.024675325,0.076298098,40.84848485
17430,8.11,210.6,1.254428413,0.022194821,0.11523195,42.62424242
17431,8.43,211.9,1.254289093,0.020166074,0.144233381,46.94545455
17432,8.88,211.7,1.253925455,0.018018018,0.171548592,53.12121212
17433,9.13,213.6,1.253129304,0.017524644,0.132837313,58.6969697
17434,9.28,213.6,1.253791413,0.016163793,0.216018441,60.58787879
17435,9.28,215.8,1.253325096,0.015086207,0.250580468,59.16363636
17436,9.19,217.5,1.252267738,0.018498368,0.358576238,56.52121212
17437,8.8,217.1,1.252838872,0.019318182,0.409020399,50.98181818
17438,8.68,218.6,1.252913651,0.019585253,0.468312647,46.41212121
17439,8.6,219.2,1.253016662,0.020930233,0.47956888,45.52727273
17440,8.73,217.1,1.253075854,0.020618557,0.409562707,47.40606061
17441,8.71,218.1,1.252985929,0.01836969,0.425988877,46.81818182
17442,8.18,221.4,1.251006117,0.029339853,0.175079487,41.39393939
17443,7.89,223.1,1.250745059,0.021546261,0.07442962,39.2
17444,7.98,221.3,1.250499318,0.01754386,0.102536515,40.33333333
17445,7.65,226.8,1.250461462,0.053594771,0.073801807,39.30909091
17446,6.84,228.3,1.249891202,0.065789474,-0.15064959,32.48484848
17447,6.59,227.7,1.249819487,0.048558422,-0.181161321,26.41818182
17448,6.8,224.7,1.249507015,0.055882353,-0.092764628,25.72121212
17449,7.61,214.5,1.249963644,0.031537451,-0.023228761,32.65454545
17450,8.37,211.6,1.249592098,0.031063321,0.070093172,46.03030303
17451,8.81,210.1,1.24926672,0.034052213,0,58.93939394
17452,9.42,210.8,1.249061335,0.036093418,0.074327638,68.90909091
17453,9.87,212.1,1.248956457,0.018237082,0.277716091,69.18787879
17454,9.97,212.3,1.250343784,0.022066199,0.519733293,68.66666667
17455,9.5,214.2,1.250520038,0.032631579,0.42093463,61.95151515
17456,8.79,214.5,1.247714041,0.019340159,0.217525546,54.00606061
17457,9.03,213.2,1.246796031,0.014396456,0.23047969,58.41212121
17458,9.11,214.7,1.246055207,0.020856202,0.204160146,61.17575758
17459,9.66,212.7,1.246477045,0.020703934,0.250441786,70.21212121
17460,10.09,211.3,1.246996419,0.019821606,0.362676007,77.73939394
17461,10.21,212.1,1.247110502,0.015670911,0.415008236,80.63030303
17462,10.16,213,1.245528159,0.025590551,0.393638617,78.64242424
17463,9.33,215.8,1.244448483,0.031082529,0.327771202,63.32727273
17464,8.78,215.3,1.243881966,0.017084282,0.367848046,53.03030303
17465,9.85,210.8,1.244464975,0.034517766,0.388353081,74.35757576
17466,10.31,208.3,1.247368581,0.025218235,0.329157971,85.7030303
17467,10.24,209.4,1.247130229,0.021484375,0.367125107,82.26060606
17468,9.85,211,1.245713675,0.018274112,0.35106537,71.74545455
17469,9.75,209.8,1.245263034,0.017435897,0.309987838,70.35151515
17470,9.67,209.2,1.243649823,0.015511892,0.286454596,71.68484848
17471,9.58,211,1.24295967,0.014613779,0.250060309,71.55757576
17472,9.71,211.3,1.242399713,0.016477858,0.306101293,72.92727273
17473,9.91,210.3,1.241770812,0.016145308,0.258823232,76.39393939
17474,10.71,208.4,1.242200273,0.022408964,0.361846087,86.04242424
17475,10.88,209.1,1.24202687,0.011029412,0.377384848,86.50909091
17476,11.03,208.5,1.240769647,0.015412511,0.306117956,88.22424242
17477,10.97,207.7,1.240602048,0.012762078,0.31257051,89.00606061
17478,10.96,207.4,1.239728761,0.016423358,0.228182824,85.23030303
17479,10.5,208.6,1.239131439,0.015238095,0.215305028,80.73939394
17480,10.04,209.7,1.239407936,0.017928287,0.260240912,73.93939394
17481,9.87,210.1,1.238760009,0.014184397,0.259935996,71.85454545
17482,10.05,209.3,1.239162605,0.022885572,0.333214082,72.68484848
17483,9.91,208.5,1.23882806,0.032290616,0.327882579,70.63030303
17484,9.72,207.2,1.238485129,0.017489712,0.313645037,64.66666667
17485,10,205.7,1.238468106,0.015,0.501213193,69.13939394
17486,10.59,202.8,1.239022399,0.017941454,0.319796875,82.15757576
17487,10.1,201.8,1.237105025,0.040594059,-0.041397345,78.4969697
17488,9.6,199.3,1.236199572,0.01875,-0.149852899,74.75151515
17489,9.81,199.3,1.236089522,0.01529052,-0.075680489,76.54545455
17490,10.16,200.9,1.235650756,0.016732283,0.006568452,82.00606061
17491,10.64,200.8,1.235252801,0.039473684,0.126716398,91.7030303
17492,11.12,200.4,1.236823446,0.022482014,0.202735185,98.47878788
17493,11.29,201,1.238438253,0.028343667,0.298572247,95.86666667
17494,11.46,203.1,1.238967237,0.022687609,0.388756235,98.86666667
17495,11.19,203.4,1.235572383,0.014298481,0.363679163,97.29090909
17496,10.91,202.4,1.238960133,0.037580202,0.427487326,92.45454545
17497,10.4,200.6,1.241556797,0.015384615,0.442889875,86.07272727
17498,10.09,201.7,1.240759654,0.027750248,0.463417308,78.63636364
17499,9.61,203.7,1.238259497,0.033298647,0.396212223,68.35151515
17500,9.1,204.2,1.235717245,0.020879121,0.471377185,58.82424242
17501,9.36,200,1.231954316,0.018162393,0.38795712,63.88484848
17502,9.4,193.9,1.230206988,0.028723404,0.311507038,66.92727273
17503,9.54,193,1.229287281,0.018867925,0.336203897,70.78181818
17504,9.16,192.8,1.229177751,0.044759825,0.339980523,67.96969697
17505,8.94,193.5,1.232045067,0.040268456,0.468489368,64.83636364
17506,5.47,187.3,1.231302954,0.224862888,-0.331354652,59.21818182
17507,4.84,187,1.230362704,0.088842975,-0.596145975,64.2
17508,6.95,182.8,1.229949455,0.21294964,-0.253440574,76.1030303
17509,8.98,180.9,1.230674466,0.097995546,-0.238971504,82.86060606
17510,11.29,178.5,1.238236609,0.063773251,0.043710768,96.67878788
17511,10.96,179.3,1.237689196,0.051094891,-0.079622506,97.01818182
17512,11.73,178.7,1.236831905,0.024722933,-0.116205404,101.5030303
17513,12.53,179,1.235379334,0.02952913,-0.13247031,101.4606061
17514,12.62,177.2,1.234327858,0.022979398,-0.116572771,101.3939394
17515,12.33,178.8,1.232235141,0.02351987,-0.110689167,101.4787879
17516,12.5,180.2,1.233031357,0.016,0.010687575,101.4121212
17517,12.29,178,1.23150249,0.016273393,0,101.4484848
17518,12.17,180,1.234138308,0.018898932,0.083689558,101.4242424
17519,11.97,180.7,1.236037974,0.03091061,0.088974667,101.4363636
17520,12.6,176,1.230737715,0.034126984,0.093615121,101.569697
17521,13.67,176.9,1.234386522,0.036576445,0.298694076,101.5454545
17522,14.56,176.9,1.242047521,0.021978022,0.47817803,101.5212121
17523,13.82,174.2,1.245074112,0.041968162,0.625121997,101.4666667
17524,12.96,114.2,1.247200648,0.05632716,0.687523602,101.2787879
17525,12.51,125.5,1.248418804,0.066346922,0.736400943,101.5575758
17526,12.88,143,1.250552614,0.076086957,0.828520867,101.4606061
17527,12.73,118.7,1.247715508,0.047918303,0.77759875,101.4121212
17528,13.3,112.8,1.248934681,0.031578947,0.82107347,101.4545455
17529,13.06,155,1.247898,0.013782542,0.512298064,101.4969697
17530,13.02,176.2,1.246750608,0.017665131,0.484167318,101.4666667
17531,13.22,144.6,1.239454229,0.02118003,0.597944939,101.5030303
17532,12.85,113.3,1.242185203,0.030350195,0.659266984,101.5151515
17533,12.34,112.4,1.247538792,0.034846029,0.720900377,101.3878788
17534,11.98,169,1.247806867,0.053422371,0.677660815,101.5272727
17535,11.69,167.2,1.247078582,0.072711719,0.364683449,101.5272727
17536,11.64,166.4,1.244462426,0.078178694,0.326242739,101.5454545
17537,11.35,166.6,1.245722714,0.084581498,0.392877552,101.4363636
17538,11.76,167.3,1.246223238,0.068877551,0.591666544,101.5151515
17539,11.64,167.3,1.243794535,0.088487973,0.446584065,101.5212121
17540,10.6,166.7,1.242499303,0.095283019,0.131650992,101.5030303
17541,9.35,164.7,1.243844003,0.102673797,-0.083917936,101.4121212
17542,9.28,165.7,1.243383613,0.100215517,0.028910127,101.4
17543,8.96,164.3,1.242368388,0.113839286,-0.007424731,101.230303
17544,9.94,160.2,1.241708915,0.096579477,0.045148507,100.9939394
17545,10.71,158.4,1.241508528,0.112978525,0.112733808,100.7878788
17546,11.84,157.1,1.241739928,0.068412162,0.139356288,101.5515152
17547,11.07,161.5,1.242285061,0.096657633,0.073435781,101.2121212
17548,10.48,163.8,1.24129298,0.077290076,0.086440092,100.4909091
17549,10.11,165.4,1.24010295,0.09396637,0.05787099,97.84242424
17550,9.42,165,1.237934604,0.091295117,0.089005424,97.45454545
17551,9.22,164.5,1.235703655,0.106290672,-0.031100121,98.88484848
17552,9.59,164.6,1.234408563,0.085505735,-0.169403512,100.9030303
17553,9.31,162.7,1.233768933,0.091299678,-0.269297698,99.84848485
17554,8.8,163.3,1.232790018,0.094318182,-0.353913114,98.9030303
17555,11.17,165.9,1.232238114,0.11996419,0.028015886,99.64242424
17556,10.8,148.9,1.231600337,0.113888889,0.054128247,94.01818182
17557,10.27,143.7,1.231464131,0.103213242,0.079259432,88.86060606
17558,9.47,164.7,1.231238687,0.090813094,0.018844058,93.98787879
17559,9.91,164.3,1.230878996,0.094853683,0.068280891,98.75151515
17560,10.72,160.3,1.230845002,0.095149254,0.125743473,99.00606061
17561,10.47,117.8,1.230895153,0.100286533,0.090940247,90.15151515
17562,10.38,106.8,1.230919801,0.089595376,0.08506486,93.86060606
17563,10.8,114.5,1.230630063,0.113888889,0.118268316,99.00606061
17564,12.13,107.1,1.229530252,0.093157461,0.080170593,101.4545455
17565,11.47,152.8,1.229388633,0.090671316,0.08085263,101.3515152
17566,10.72,137.9,1.229393895,0.103544776,0.035507019,101.3272727
17567,12.19,157.1,1.229199219,0.088597211,0.127497985,101.2060606
17568,11.5,157.7,1.228555895,0.092173913,0.084647276,99.75151515
17569,11.3,156.3,1.228287867,0.074336283,0.169454756,97.61818182
17570,11.42,154.5,1.227757984,0.067425569,0.165508746,98.58181818
17571,12.61,152.5,1.227177966,0.053132435,0.216290421,98.4969697
17572,12.95,151.3,1.226794504,0.058687259,0.206566081,101.5636364
17573,12.92,152.6,1.226526234,0.068111455,0.134661233,101.3818182
17574,12.26,152.8,1.226494164,0.07177814,0.212793165,101.0545455
17575,12.2,152.6,1.227025803,0.054918033,0.258439312,101.0545455
17576,12.07,155,1.226833778,0.076222038,0.244893732,101.430303
17577,11.92,155.7,1.22675742,0.083053691,0.27119398,101.5212121
17578,11.24,158.7,1.22629061,0.096085409,0.101074309,101.5757576
17579,11.76,162.6,1.225645591,0.086734694,0.069059347,101.4181818
17580,13.22,165.2,1.224937941,0.081694402,0.169268609,101.5393939
17581,14.21,164.9,1.2238348,0.072484166,0.189155084,101.4545455
17582,14.81,165.5,1.223317832,0.06076975,0.186057621,101.4969697
17583,14.58,165.6,1.222923222,0.063100137,0.175889738,101.4
17584,13.66,165.6,1.223616014,0.073938507,0.134051535,101.5030303
17585,12.49,164.6,1.223462766,0.092073659,0.103755128,101.3939394
17586,11.79,162.9,1.223812619,0.09245123,0.001884794,101.4242424
17587,11.8,161.9,1.223838008,0.088135593,0.003767991,101.3212121
17588,11.35,162.5,1.22400921,0.081057269,0.033521196,101.4727273
17589,11.66,163.2,1.224002349,0.090909091,0.109326884,101.5212121
17590,11.24,162,1.223875091,0.089857651,-0.003948854,101.5030303
17591,12.18,158.3,1.223741991,0.097701149,0.206241553,101.4969697
17592,12.5,157.4,1.223672344,0.0856,0.202661656,101.5333333
17593,13.01,156.6,1.223469264,0.063797079,0.198089058,101.4969697
17594,13.55,155.8,1.222858986,0.053874539,0.244070451,101.4969697
17595,13.24,156.4,1.222598505,0.095166163,0.178072897,101.4666667
17596,12.71,157.9,1.222019939,0.128245476,0.195338621,101.630303
17597,12.77,158.6,1.221752914,0.097102584,0.147417246,101.430303
17598,12.26,159.1,1.221670078,0.093800979,0.14021672,101.5818182
17599,12.28,159.2,1.222019147,0.10504886,0.208452346,101.5212121
17600,11.85,159.8,1.221676156,0.093670886,0.093801333,101.5333333
17601,12.6,159.1,1.221485887,0.096825397,0.136314549,101.5212121
17602,12.32,159.9,1.22085783,0.084415584,0.080780905,101.5030303
17603,13.46,157.7,1.220851666,0.085438336,0.201990667,101.5030303
17604,13.68,157.3,1.220363503,0.097222222,0.191501676,101.4909091
17605,13.7,156.8,1.22038883,0.082481752,0.203613915,101.5030303
17606,13.14,156.6,1.220566302,0.111111111,0.199736066,101.4909091
17607,12.33,158.3,1.221067159,0.103811841,0.166413071,101.5212121
17608,12.88,157.8,1.221105168,0.090838509,0.202069249,101.5272727
17609,13.07,155.6,1.221137042,0.074980872,0.215788356,101.4727273
17610,12.69,156.4,1.22090234,0.082742317,0.193749714,101.5272727
17611,12.2,159.5,1.220775548,0.118032787,0.100559018,101.4969697
17612,10.86,162.7,1.221060504,0.098526703,0.139268002,101.4969697
17613,10.96,162,1.220635718,0.094890511,0.045040309,101.5030303
17614,12.35,164.8,1.219970595,0.102024291,0.267250864,101.5454545
17615,12.81,164.5,1.219673142,0.106167057,0.16741367,101.5515152
17616,13.63,164.9,1.219318754,0.089508437,0.146507821,101.4363636
